date,state,positive
20201103,Kansas,89227
20201102,Kansas,89227
20201101,Kansas,85181
20201031,Kansas,85181
20201030,Kansas,85181
20201029,Kansas,82045
20201028,Kansas,82045
20201027,Kansas,78676
20201026,Kansas,78676
20201025,Kansas,76230
20201024,Kansas,76230
20201023,Kansas,76230
20201022,Kansas,74456
20201021,Kansas,74456
20201020,Kansas,72968
20201019,Kansas,72968
20201018,Kansas,70855
20201017,Kansas,70855
20201016,Kansas,70855
20201015,Kansas,69155
20201014,Kansas,69155
20201013,Kansas,67862
20201012,Kansas,67862
20201011,Kansas,65807
20201010,Kansas,65807
20201009,Kansas,65807
20201008,Kansas,63952
20201007,Kansas,63952
20201006,Kansas,62708
20201005,Kansas,62708
20201004,Kansas,61111
20201003,Kansas,61111
20201002,Kansas,61111
20201001,Kansas,59749
20200930,Kansas,59749
20200929,Kansas,58629
20200928,Kansas,58629
20200927,Kansas,56592
20200926,Kansas,56592
20200925,Kansas,56592
20200924,Kansas,55226
20200923,Kansas,55226
20200922,Kansas,53959
20200921,Kansas,53959
20200920,Kansas,52285
20200919,Kansas,52285
20200918,Kansas,52285
20200917,Kansas,50870
20200916,Kansas,50870
20200915,Kansas,49899
20200914,Kansas,49899
20200913,Kansas,48386
20200912,Kansas,48386
20200911,Kansas,48386
20200910,Kansas,47410
20200909,Kansas,47410
20200908,Kansas,46914
20200907,Kansas,46914
20200906,Kansas,45220
20200905,Kansas,45220
20200904,Kansas,45220
20200903,Kansas,43940
20200902,Kansas,43940
20200901,Kansas,42612
20200831,Kansas,42612
20200830,Kansas,41048
20200829,Kansas,41048
20200828,Kansas,41048
20200827,Kansas,39937
20200826,Kansas,39937
20200825,Kansas,38401
20200824,Kansas,38401
20200823,Kansas,36856
20200822,Kansas,36856
20200821,Kansas,36856
20200820,Kansas,35890
20200819,Kansas,35890
20200818,Kansas,35167
20200817,Kansas,35167
20200816,Kansas,33885
20200815,Kansas,33885
20200814,Kansas,33885
20200813,Kansas,32547
20200812,Kansas,32547
20200811,Kansas,31730
20200810,Kansas,31730
20200809,Kansas,30638
20200808,Kansas,30638
20200807,Kansas,30638
20200806,Kansas,29717
20200805,Kansas,29717
20200804,Kansas,28876
20200803,Kansas,28876
20200802,Kansas,27812
20200801,Kansas,27812
20200731,Kansas,27812
20200730,Kansas,26870
20200729,Kansas,26870
20200728,Kansas,26172
20200727,Kansas,26172
20200726,Kansas,25109
20200725,Kansas,25109
20200724,Kansas,25109
20200723,Kansas,24104
20200722,Kansas,24104
20200721,Kansas,23334
20200720,Kansas,23334
20200719,Kansas,21965
20200718,Kansas,21965
20200717,Kansas,21965
20200716,Kansas,20933
20200715,Kansas,20933
20200714,Kansas,20058
20200713,Kansas,20058
20200712,Kansas,18611
20200711,Kansas,18611
20200710,Kansas,18611
20200709,Kansas,17618
20200708,Kansas,17618
20200707,Kansas,16901
20200706,Kansas,16901
20200705,Kansas,15919
20200704,Kansas,15919
20200703,Kansas,15919
20200702,Kansas,14990
20200701,Kansas,14990
20200630,Kansas,14443
20200629,Kansas,14443
20200628,Kansas,13538
20200627,Kansas,13538
20200626,Kansas,13538
20200625,Kansas,12970
20200624,Kansas,12970
20200623,Kansas,12465
20200622,Kansas,12465
20200621,Kansas,12059
20200620,Kansas,12059
20200619,Kansas,12059
20200618,Kansas,11681
20200617,Kansas,11681
20200616,Kansas,11419
20200615,Kansas,11419
20200614,Kansas,11047
20200613,Kansas,11047
20200612,Kansas,11047
20200611,Kansas,10812
20200610,Kansas,10812
20200609,Kansas,10650
20200608,Kansas,10650
20200607,Kansas,10393
20200606,Kansas,10393
20200605,Kansas,10393
20200604,Kansas,10170
20200603,Kansas,10170
20200602,Kansas,10011
20200601,Kansas,10011
20200531,Kansas,9719
20200530,Kansas,9719
20200529,Kansas,9719
20200528,Kansas,9337
20200527,Kansas,9337
20200526,Kansas,9218
20200525,Kansas,9218
20200524,Kansas,8958
20200523,Kansas,8958
20200522,Kansas,8958
20200521,Kansas,8539
20200520,Kansas,8539
20200519,Kansas,8340
20200518,Kansas,8340
20200517,Kansas,7886
20200516,Kansas,7886
20200515,Kansas,7886
20200514,Kansas,7468
20200513,Kansas,7468
20200512,Kansas,7116
20200511,Kansas,7116
20200510,Kansas,6948
20200509,Kansas,6751
20200508,Kansas,6501
20200507,Kansas,6144
20200506,Kansas,5734
20200505,Kansas,5458
20200504,Kansas,5245
20200503,Kansas,5030
20200502,Kansas,4746
20200501,Kansas,4449
20200430,Kansas,4238
20200429,Kansas,3738
20200428,Kansas,3491
20200427,Kansas,3328
20200426,Kansas,3174
20200425,Kansas,3056
20200424,Kansas,2777
20200423,Kansas,2482
20200422,Kansas,2211
20200421,Kansas,2025
20200420,Kansas,1986
20200419,Kansas,1849
20200418,Kansas,1790
20200417,Kansas,1705
20200416,Kansas,1588
20200415,Kansas,1494
20200414,Kansas,1426
20200413,Kansas,1376
20200412,Kansas,1337
20200411,Kansas,1268
20200410,Kansas,1166
20200409,Kansas,1106
20200408,Kansas,1046
20200407,Kansas,900
20200406,Kansas,845
20200405,Kansas,747
20200404,Kansas,698
20200403,Kansas,620
20200402,Kansas,552
20200401,Kansas,482
20200331,Kansas,428
20200330,Kansas,368
20200329,Kansas,319
20200328,Kansas,261
20200327,Kansas,202
20200326,Kansas,168
20200325,Kansas,126
20200324,Kansas,98
20200323,Kansas,82
20200322,Kansas,64
20200321,Kansas,55
20200320,Kansas,44
20200319,Kansas,34
20200318,Kansas,16
20200317,Kansas,15
20200316,Kansas,11
20200315,Kansas,8
20200314,Kansas,6
20200313,Kansas,6
20200312,Kansas,4
20200311,Kansas,1
20200310,Kansas,1
20200309,Kansas,1
20200308,Kansas,1
20200307,Kansas,0
20200306,Kansas,3
20200305,Kansas,1
20200301,Kansas,
20200222,Kansas,
20200211,Kansas,0
20200125,Kansas,0
20201206,Kentucky,200632
20201205,Kentucky,198065
20201204,Kentucky,194193
20201203,Kentucky,190601
20201202,Kentucky,186765
20201201,Kentucky,183168
20201130,Kentucky,179041
20201129,Kentucky,176925
20201128,Kentucky,174182
20201127,Kentucky,171755
20201126,Kentucky,166139
20201125,Kentucky,166139
20201124,Kentucky,162838
20201123,Kentucky,160232
20201122,Kentucky,158100
20201121,Kentucky,155908
20201120,Kentucky,152206
20201119,Kentucky,148390
20201118,Kentucky,144753
20201117,Kentucky,142008
20201116,Kentucky,139097
20201115,Kentucky,137586
20201114,Kentucky,136137
20201113,Kentucky,132844
20201112,Kentucky,129680
20201111,Kentucky,127344
20201110,Kentucky,124646
20201109,Kentucky,122567
20201108,Kentucky,120838
20201107,Kentucky,119661
20201106,Kentucky,117505
20201105,Kentucky,115277
20201104,Kentucky,113009
20201103,Kentucky,111379
20201102,Kentucky,109670
20201101,Kentucky,108642
20201031,Kentucky,107219
20201030,Kentucky,105242
20201029,Kentucky,103305
20201028,Kentucky,101494
20201027,Kentucky,99637
20201026,Kentucky,97866
20201025,Kentucky,96942
20201024,Kentucky,95480
20201023,Kentucky,93748
20201022,Kentucky,92299
20201021,Kentucky,90996
20201020,Kentucky,89544
20201019,Kentucky,88247
20201018,Kentucky,87607
20201017,Kentucky,86797
20201016,Kentucky,85506
20201015,Kentucky,84195
20201014,Kentucky,83013
20201013,Kentucky,81691
20201012,Kentucky,80930
20201011,Kentucky,80292
20201010,Kentucky,79445
20201009,Kentucky,78456
20201008,Kentucky,77455
20201007,Kentucky,76587
20201006,Kentucky,74194
20201005,Kentucky,73158
20201004,Kentucky,72617
20201003,Kentucky,72001
20201002,Kentucky,70727
20201001,Kentucky,69728
20200930,Kentucky,68840
20200929,Kentucky,67856
20200928,Kentucky,66939
20200927,Kentucky,66491
20200926,Kentucky,66036
20200925,Kentucky,65066
20200924,Kentucky,64158
20200923,Kentucky,63517
20200922,Kentucky,62731
20200921,Kentucky,61917
20200920,Kentucky,61542
20200919,Kentucky,61106
20200918,Kentucky,60128
20200917,Kentucky,59370
20200916,Kentucky,58764
20200915,Kentucky,58000
20200914,Kentucky,57282
20200913,Kentucky,56945
20200912,Kentucky,56415
20200911,Kentucky,55704
20200910,Kentucky,54772
20200909,Kentucky,53977
20200908,Kentucky,53319
20200907,Kentucky,53064
20200906,Kentucky,52774
20200905,Kentucky,52464
20200904,Kentucky,51677
20200903,Kentucky,50885
20200902,Kentucky,49991
20200901,Kentucky,49185
20200831,Kentucky,48396
20200830,Kentucky,48032
20200829,Kentucky,47577
20200828,Kentucky,46757
20200827,Kentucky,45978
20200826,Kentucky,45230
20200825,Kentucky,44568
20200824,Kentucky,43899
20200823,Kentucky,43529
20200822,Kentucky,42265
20200821,Kentucky,42265
20200820,Kentucky,41626
20200819,Kentucky,40926
20200818,Kentucky,40299
20200817,Kentucky,39691
20200816,Kentucky,39315
20200815,Kentucky,38930
20200814,Kentucky,38298
20200813,Kentucky,37686
20200812,Kentucky,36945
20200811,Kentucky,35793
20200810,Kentucky,35254
20200809,Kentucky,34982
20200808,Kentucky,34578
20200807,Kentucky,33796
20200806,Kentucky,33254
20200805,Kentucky,32741
20200804,Kentucky,32197
20200803,Kentucky,31508
20200802,Kentucky,31185
20200801,Kentucky,30723
20200731,Kentucky,30151
20200730,Kentucky,29386
20200729,Kentucky,28727
20200728,Kentucky,28126
20200727,Kentucky,27601
20200726,Kentucky,27079
20200725,Kentucky,26764
20200724,Kentucky,25931
20200723,Kentucky,25147
20200722,Kentucky,24540
20200721,Kentucky,24060
20200720,Kentucky,23414
20200719,Kentucky,23161
20200718,Kentucky,22184
20200717,Kentucky,21605
20200716,Kentucky,21083
20200715,Kentucky,20677
20200714,Kentucky,20223
20200713,Kentucky,19653
20200712,Kentucky,19389
20200711,Kentucky,19121
20200710,Kentucky,18670
20200709,Kentucky,18245
20200708,Kentucky,17919
20200707,Kentucky,17519
20200706,Kentucky,17152
20200705,Kentucky,16376
20200704,Kentucky,16376
20200703,Kentucky,16376
20200702,Kentucky,16079
20200701,Kentucky,15842
20200630,Kentucky,15624
20200629,Kentucky,15347
20200628,Kentucky,15232
20200627,Kentucky,14859
20200626,Kentucky,14859
20200625,Kentucky,14617
20200624,Kentucky,14363
20200623,Kentucky,14141
20200622,Kentucky,13839
20200621,Kentucky,13750
20200620,Kentucky,13630
20200619,Kentucky,13454
20200618,Kentucky,13197
20200617,Kentucky,12995
20200616,Kentucky,12829
20200615,Kentucky,12647
20200614,Kentucky,12445
20200613,Kentucky,12445
20200612,Kentucky,11945
20200611,Kentucky,11945
20200610,Kentucky,11883
20200609,Kentucky,11708
20200608,Kentucky,11476
20200607,Kentucky,11287
20200606,Kentucky,11287
20200605,Kentucky,10977
20200604,Kentucky,10705
20200603,Kentucky,10410
20200602,Kentucky,10185
20200601,Kentucky,10046
20200531,Kentucky,9704
20200530,Kentucky,9464
20200529,Kentucky,9184
20200528,Kentucky,9077
20200527,Kentucky,9077
20200526,Kentucky,8571
20200525,Kentucky,8571
20200524,Kentucky,8571
20200523,Kentucky,8426
20200522,Kentucky,8286
20200521,Kentucky,8275
20200520,Kentucky,8069
20200519,Kentucky,8069
20200518,Kentucky,7688
20200517,Kentucky,7688
20200516,Kentucky,7444
20200515,Kentucky,7225
20200514,Kentucky,7080
20200513,Kentucky,6853
20200512,Kentucky,6677
20200511,Kentucky,6440
20200510,Kentucky,6440
20200509,Kentucky,6288
20200508,Kentucky,6129
20200507,Kentucky,5934
20200506,Kentucky,5822
20200505,Kentucky,5245
20200504,Kentucky,5130
20200503,Kentucky,4879
20200502,Kentucky,4879
20200501,Kentucky,4708
20200430,Kentucky,4539
20200429,Kentucky,4375
20200428,Kentucky,4146
20200427,Kentucky,4074
20200426,Kentucky,3905
20200425,Kentucky,3779
20200424,Kentucky,3481
20200423,Kentucky,3373
20200422,Kentucky,3192
20200421,Kentucky,3050
20200420,Kentucky,2960
20200419,Kentucky,2707
20200418,Kentucky,2522
20200417,Kentucky,2429
20200416,Kentucky,2291
20200415,Kentucky,2210
20200414,Kentucky,2048
20200413,Kentucky,1963
20200412,Kentucky,1840
20200411,Kentucky,1693
20200410,Kentucky,1693
20200409,Kentucky,1346
20200408,Kentucky,1149
20200407,Kentucky,1008
20200406,Kentucky,955
20200405,Kentucky,917
20200404,Kentucky,831
20200403,Kentucky,770
20200402,Kentucky,680
20200401,Kentucky,591
20200331,Kentucky,480
20200330,Kentucky,439
20200329,Kentucky,394
20200328,Kentucky,302
20200327,Kentucky,248
20200326,Kentucky,198
20200325,Kentucky,157
20200324,Kentucky,124
20200323,Kentucky,104
20200322,Kentucky,99
20200321,Kentucky,54
20200320,Kentucky,47
20200319,Kentucky,35
20200318,Kentucky,26
20200317,Kentucky,22
20200316,Kentucky,21
20200315,Kentucky,16
20200314,Kentucky,14
20200313,Kentucky,11
20200312,Kentucky,8
20200311,Kentucky,8
20200310,Kentucky,6
20200309,Kentucky,4
20200308,Kentucky,1
20200307,Kentucky,1
20200306,Kentucky,140
20200305,Kentucky,
20200301,Kentucky,
20200222,Kentucky,
20200211,Kentucky,
20200124,Kentucky,
20201206,Louisiana,251123
20201205,Louisiana,247177
20201204,Louisiana,247177
20201203,Louisiana,244078
20201202,Louisiana,241335
20201201,Louisiana,237740
20201130,Louisiana,232414
20201129,Louisiana,232245
20201128,Louisiana,230602
20201127,Louisiana,230602
20201126,Louisiana,225638
20201125,Louisiana,225638
20201124,Louisiana,224403
20201123,Louisiana,221160
20201122,Louisiana,220192
20201121,Louisiana,216709
20201120,Louisiana,216709
20201119,Louisiana,211966
20201118,Louisiana,209914
20201117,Louisiana,207685
20201116,Louisiana,205059
20201115,Louisiana,204513
20201114,Louisiana,201981
20201113,Louisiana,201981
20201112,Louisiana,198531
20201111,Louisiana,194702
20201110,Louisiana,194702
20201109,Louisiana,193372
20201108,Louisiana,192981
20201107,Louisiana,191715
20201106,Louisiana,191715
20201105,Louisiana,190845
20201104,Louisiana,190164
20201103,Louisiana,189148
20201102,Louisiana,187995
20201101,Louisiana,187720
20201031,Louisiana,186649
20201030,Louisiana,186649
20201029,Louisiana,186216
20201028,Louisiana,185822
20201027,Louisiana,184724
20201026,Louisiana,183802
20201025,Louisiana,183575
20201024,Louisiana,182603
20201023,Louisiana,182603
20201022,Louisiana,181904
20201021,Louisiana,181132
20201020,Louisiana,179769
20201019,Louisiana,179070
20201018,Louisiana,178869
20201017,Louisiana,177726
20201016,Louisiana,177726
20201015,Louisiana,176952
20201014,Louisiana,176209
20201013,Louisiana,175329
20201012,Louisiana,174647
20201011,Louisiana,174587
20201010,Louisiana,173406
20201009,Louisiana,173406
20201008,Louisiana,173149
20201007,Louisiana,172625
20201006,Louisiana,170469
20201005,Louisiana,169937
20201004,Louisiana,169719
20201003,Louisiana,168826
20201002,Louisiana,168826
20201001,Louisiana,168009
20200930,Louisiana,167458
20200929,Louisiana,166848
20200928,Louisiana,166315
20200927,Louisiana,166075
20200926,Louisiana,165152
20200925,Louisiana,165152
20200924,Louisiana,164446
20200923,Louisiana,163869
20200922,Louisiana,163253
20200921,Louisiana,162501
20200920,Louisiana,162258
20200919,Louisiana,161322
20200918,Louisiana,161322
20200917,Louisiana,160343
20200916,Louisiana,159865
20200915,Louisiana,159253
20200914,Louisiana,158882
20200913,Louisiana,158390
20200912,Louisiana,157109
20200911,Louisiana,157109
20200910,Louisiana,156354
20200909,Louisiana,155890
20200908,Louisiana,154329
20200907,Louisiana,154073
20200906,Louisiana,153764
20200905,Louisiana,152369
20200904,Louisiana,152369
20200903,Louisiana,151547
20200902,Louisiana,150734
20200901,Louisiana,149583
20200831,Louisiana,148894
20200830,Louisiana,148568
20200829,Louisiana,146944
20200828,Louisiana,146944
20200827,Louisiana,146338
20200826,Louisiana,145661
20200825,Louisiana,144116
20200824,Louisiana,143566
20200823,Louisiana,142943
20200822,Louisiana,141720
20200821,Louisiana,141720
20200820,Louisiana,140821
20200819,Louisiana,139903
20200818,Louisiana,139125
20200817,Louisiana,138485
20200816,Louisiana,137918
20200815,Louisiana,136737
20200814,Louisiana,136737
20200813,Louisiana,135439
20200812,Louisiana,134304
20200811,Louisiana,133125
20200810,Louisiana,131961
20200809,Louisiana,131399
20200808,Louisiana,128746
20200807,Louisiana,128746
20200806,Louisiana,127246
20200805,Louisiana,125943
20200804,Louisiana,124461
20200803,Louisiana,120846
20200802,Louisiana,119747
20200801,Louisiana,116280
20200731,Louisiana,116280
20200730,Louisiana,114481
20200729,Louisiana,112773
20200728,Louisiana,111038
20200727,Louisiana,109917
20200726,Louisiana,107574
20200725,Louisiana,103734
20200724,Louisiana,103734
20200723,Louisiana,101650
20200722,Louisiana,99354
20200721,Louisiana,96583
20200720,Louisiana,94892
20200719,Louisiana,91706
20200718,Louisiana,88590
20200717,Louisiana,88590
20200716,Louisiana,86411
20200715,Louisiana,84131
20200714,Louisiana,82042
20200713,Louisiana,79827
20200712,Louisiana,78122
20200711,Louisiana,76803
20200710,Louisiana,74636
20200709,Louisiana,71994
20200708,Louisiana,70151
20200707,Louisiana,68263
20200706,Louisiana,66327
20200705,Louisiana,65226
20200704,Louisiana,63289
20200703,Louisiana,63289
20200702,Louisiana,61561
20200701,Louisiana,60178
20200630,Louisiana,58095
20200629,Louisiana,57081
20200628,Louisiana,56236
20200627,Louisiana,54769
20200626,Louisiana,54769
20200625,Louisiana,53415
20200624,Louisiana,52477
20200623,Louisiana,51595
20200622,Louisiana,50239
20200621,Louisiana,49778
20200620,Louisiana,49385
20200619,Louisiana,48515
20200618,Louisiana,48634
20200617,Louisiana,48634
20200616,Louisiana,47706
20200615,Louisiana,47172
20200614,Louisiana,46619
20200613,Louisiana,46283
20200612,Louisiana,44995
20200611,Louisiana,44472
20200610,Louisiana,44030
20200609,Louisiana,43612
20200608,Louisiana,43050
20200607,Louisiana,42816
20200606,Louisiana,42486
20200605,Louisiana,41989
20200604,Louisiana,41562
20200603,Louisiana,41133
20200602,Louisiana,40746
20200601,Louisiana,40341
20200531,Louisiana,39916
20200530,Louisiana,39577
20200529,Louisiana,38802
20200528,Louisiana,38802
20200527,Louisiana,38497
20200526,Louisiana,38054
20200525,Louisiana,37809
20200524,Louisiana,37169
20200523,Louisiana,37040
20200522,Louisiana,36925
20200521,Louisiana,36504
20200520,Louisiana,35316
20200519,Louisiana,35038
20200518,Louisiana,34709
20200517,Louisiana,34432
20200516,Louisiana,34117
20200515,Louisiana,33837
20200514,Louisiana,33489
20200513,Louisiana,32662
20200512,Louisiana,32050
20200511,Louisiana,31815
20200510,Louisiana,31600
20200509,Louisiana,31417
20200508,Louisiana,30855
20200507,Louisiana,30652
20200506,Louisiana,30399
20200505,Louisiana,29996
